counter,question-answer,question slots,answer,direct link,direct link str,supporting slots,templates,AQ direction
1388,"Steve Jobs, Ronald Wayne and Steve Wozniak founded which company in 1976? Apple Inc.","(['Steve Jobs'], ['Q19837'])","('Apple Inc.', 'Q312')",['P1830'],['owner of'],"([('Q332591', 'answer'), ('Q483382', 'answer')], [['P108', 'P1830'], ['P108', 'P1830', 'P800']])","['_Q_, _C_ and Steve Wozniak founded which company in 1976? _A_\n']",[False]
1388,"Steve Jobs, Ronald Wayne and Steve Wozniak founded which company in 1976? Apple Inc.","(['Ronald Wayne'], ['Q332591'])","('Apple Inc.', 'Q312')",['P1830'],['owner of'],"([('Q19837', 'answer'), ('Q483382', 'answer')], [['P108', 'P1830'], ['P108', 'P1830', 'P800']])","['Steve Jobs, _Q_ and _C_ founded which company in 1976? _A_\n']",[False]
1388,"Steve Jobs, Ronald Wayne and Steve Wozniak founded which company in 1976? Apple Inc.","(['Steve Wozniak'], ['Q483382'])","('Apple Inc.', 'Q312')",['P1830'],['owner of'],"([('Q19837', 'answer'), ('Q332591', 'answer')], [['P108', 'P1830'], ['P108', 'P1830']])","['_C_, Ronald Wayne and _Q_ founded which company in 1976? _A_\n']",[False]
1391,"Which late American musician, who pioneered the styles of rock and roll and rockabilly, was born Vincent Eugene Craddock in 1935? Gene Vincent","(['American'], ['Q30'])","('Gene Vincent', 'Q82311')",['P27'],['country of citizenship'],"([('Q11399', 'question'), ('Q7749', 'question'), ('Q203720', 'question')], [['P495'], ['P495'], ['P495']])","['Which late _Q_ musician, who pioneered the styles of _C_ and roll and _C_abilly, was born Vincent Eugene Craddock in 1935? _A_\n']",[True]
1391,"Which late American musician, who pioneered the styles of rock and roll and rockabilly, was born Vincent Eugene Craddock in 1935? Gene Vincent","(['rockabilly'], ['Q203720'])","('Gene Vincent', 'Q82311')",['P136'],['genre'],"([('question', 'Q30'), ('question', 'Q7749')], [['P495'], ['P279']])","['Which late American musician, who pioneered the styles of _C_ and roll and _Q_, was born Vincent Eugene Craddock in 1935? _A_\n']",[True]
1399,"Didsbury, Ardwick and Fallowfield are all areas of which British city? Manchester","(['Didsbury'], ['Q1210672'])","('Manchester', 'Q18125')",['P276'],['location'],"([('question', 'Q145')], [['P17']])","['_Q_, Ardwick and Fallowfield are all areas of which _C_ city? _A_\n']",[False]
1399,"Didsbury, Ardwick and Fallowfield are all areas of which British city? Manchester","(['British'], ['Q145'])","('Manchester', 'Q18125')",['P17'],['country'],"([('Q1210672', 'question'), ('Q2860767', 'question'), ('Q637582', 'question')], [['P17'], ['P17'], ['P17']])","['_C_, Ardwick and Fallowfield are all areas of which _Q_ city? _A_\n']",[True]
1413,"Birchill, Thornhill and Lisvane are all areas of which British city? Cardiff","(['British'], ['Q145'])","('Cardiff', 'Q10690')",['P17'],['country'],"([('Q6647290', 'question')], [['P17']])","['Birchill, Thornhill and _C_ are all areas of which _Q_ city? _A_\n']",[True]
1416,Who did Germany defeat to win the 1990 Fifa World Cup? Argentina,"(['1990 Fifa World Cup'], ['Q132529'])","('Argentina', 'Q79800')",['P1923'],['participating team'],"([('question', 'Q43310')], [['P1923', 'P1346']])",['Who did _C_ defeat to win the _Q_? _A_\n'],[False]
1433,The French town of Bordeaux lies on which river? Garonne,"(['French'], ['Q142'])","('Garonne', 'Q5077')",['P17'],['country'],"([('Q1479', 'question')], [['P17']])",['The _Q_ town of _C_ lies on which river? _A_\n'],[True]
1433,The French town of Bordeaux lies on which river? Garonne,"(['Bordeaux'], ['Q1479'])","('Garonne', 'Q5077')",['P206'],['located in or next to body of water'],"([('question', 'Q142')], [['P17']])",['The _C_ town of _Q_ lies on which river? _A_\n'],[False]
1434,‘Before I Forget’ is a 1981 Autobiography by which English actor? James Mason,"(['English'], ['Q1860'])","('James Mason', 'Q209186')",['P1412'],"['languages spoken, written or signed']","([('Q814212', 'question')], [['P407']])",['‘_C_’ is a 1981 Autobiography by which _Q_ actor? _A_\n'],[True]
1443,Harold Holt became Prime Minister of which country in January 1966? Australia,"(['Harold Holt'], ['Q312722'])","('Australia', 'Q408')",['P27'],['country of citizenship'],"([('question', 'Q319145')], [['P39']])",['_Q_ became _C_ of which country in January 1966? _A_\n'],[False]
1443,Harold Holt became Prime Minister of which country in January 1966? Australia,"(['Prime Minister'], ['Q319145'])","('Australia', 'Q408')",['P17'],['country'],"([('Q312722', 'question')], [['P39']])",['_C_ became _Q_ of which country in January 1966? _A_\n'],[False]
1444,"In 1968, ‘The Troubles’ began in which European country between elements of the nationalist community and the unionist community? Northern Ireland","(['The Troubles'], ['Q815436'])","('Northern Ireland', 'Q26')",['P276'],['location'],"([('Q2021987', 'answer')], [['P17']])","['In 1968, ‘_Q_’ began in which European country between elements of the _C_ community and the unionist community? _A_\n']",[False]
1444,"In 1968, ‘The Troubles’ began in which European country between elements of the nationalist community and the unionist community? Northern Ireland","(['nationalist'], ['Q2021987'])","('Northern Ireland', 'Q26')",['P17'],['country'],"([('Q815436', 'answer')], [['P276']])","['In 1968, ‘_C_’ began in which European country between elements of the _Q_ community and the unionist community? _A_\n']",[False]
1448,"Who designed the red telephone box, which first appeared in London in 1926? Giles Gilbert Scott","(['red telephone box'], ['Q712868'])","('Giles Gilbert Scott', 'Q1524274')",['P287'],['designed by'],"([('answer', 'Q84')], [['P20']])","['Who designed the _Q_, which first appeared in _C_ in 1926? _A_\n']",[False]
1448,"Who designed the red telephone box, which first appeared in London in 1926? Giles Gilbert Scott","(['London'], ['Q84'])","('Giles Gilbert Scott', 'Q1524274')",['P20'],['place of death'],"([('Q712868', 'answer')], [['P287']])","['Who designed the _C_, which first appeared in _Q_ in 1926? _A_\n']",[True]
1473,"Bunny Chow, also known as Kota, is a fast-food dish consisting of a hollowed-out loaf filled with curry and is native to which country? South Africa","(['Bunny Chow'], ['Q4997887'])","('South Africa', 'Q258')",['P495'],['country of origin'],"([('question', 'Q164606')], [['P527']])","['_Q_, also known as Kota, is a fast-food dish consisting of a hollowed-out loaf filled with _C_ and is native to which country? _A_\n']",[False]
1474,Playwright J M Barrie used a drawing by English artist Ben Nicholson as the base for a poster for which play? Peter Pan,"(['J M Barrie'], ['Q81796'])","('Peter Pan', 'Q107190')",['P170'],['creator'],"([('question', 'Q1860')], [['P1412', 'P6886']])",['Playwright _Q_ used a drawing by _C_ artist Ben Nicholson as the base for a poster for which play? _A_\n'],[True]
1475,Which planet in our solar system takes around 165 Earth years to orbit the Sun? Neptune,"(['planet'], ['Q634'])","('Neptune', 'Q332')",['P5869'],['model item'],"([('question', 'Q2'), ('Q525', 'answer')], [['P5869'], ['P398']])",['Which _Q_ in our solar system takes around 165 _C_ years to orbit the Sun? _A_\n'],[False]
1475,Which planet in our solar system takes around 165 Earth years to orbit the Sun? Neptune,"(['Sun'], ['Q525'])","('Neptune', 'Q332')",['P398'],['child astronomical body'],"([('Q634', 'answer'), ('question', 'Q544'), ('question', 'Q2')], [['P5869'], ['P361'], ['P398']])",['Which planet in our solar system takes around 165 Earth years to orbit the _Q_? _A_\n'],[False]
1479,The White Rose Shopping Centre is in which English city? Leeds,"(['English'], ['Q1860'])","('Leeds', 'Q39121')",['P37'],['official language'],"([('answer', 'Q515')], [['P31']])",['The White Rose Shopping Centre is in which _Q_ _C_? _A_\n'],[True]
1479,The White Rose Shopping Centre is in which English city? Leeds,"(['city'], ['Q515'])","('Leeds', 'Q39121')",['P31'],['instance of'],"([('answer', 'Q1860')], [['P37']])",['The White Rose Shopping Centre is in which _C_ _Q_? _A_\n'],[True]
1480,The Formula One Sepang International Circuit is in which country? Malaysia,"(['Sepang International Circuit'], ['Q172738'])","('Malaysia', 'Q833')",['P17'],['country'],"([('question', 'Q1968')], [['P1535']])",['The _C_ _Q_ is in which country? _A_\n'],[False]
1494,Which English city is known as ‘The Lace City’? Nottingham,"(['English'], ['Q1860'])","('Nottingham', 'Q41262')",['P37'],['official language'],"([('answer', 'Q515')], [['P31']])",['Which _Q_ _C_ is known as ‘The Lace City’? _A_\n'],[True]
1494,Which English city is known as ‘The Lace City’? Nottingham,"(['city'], ['Q515'])","('Nottingham', 'Q41262')",['P31'],['instance of'],"([('answer', 'Q1860')], [['P37']])",['Which _C_ _Q_ is known as ‘The Lace City’? _A_\n'],[True]
1495,What is the first name of Blackadder in the Uk television series ‘Blackadder’? Edmund,"(['Blackadder'], ['Q49019'])","('Edmund', 'Q942939')",['P1441'],['present in work'],"([('answer', 'Q49019')], [['P1441']])",['What is the first name of _Q_ in the Uk television series ‘_Q_’? _A_\n'],[True]
1495,What is the first name of Blackadder in the Uk television series ‘Blackadder’? Edmund,"(['Blackadder'], ['Q49019'])","('Edmund', 'Q942939')",['P1441'],['present in work'],"([('answer', 'Q49019')], [['P1441']])",['What is the first name of _Q_ in the Uk television series ‘_Q_’? _A_\n'],[True]
